datetime,temperature_lag_1,temperature_lag_3,temperature_lag_6,temperature_lag_24,hour,dayofweek
2025-02-18 00:00:00,34.55974948883057,33.657665481567385,33.61215675354004,35.78193885803223,0,1
2025-02-18 01:00:00,36.13332130432129,33.79897094726562,33.87629409790039,34.64640598297119,1,1
2025-02-18 02:00:00,35.78193885803223,34.55974948883057,33.77118026733398,34.103255411783856,2,1
2025-02-18 03:00:00,34.64640598297119,36.13332130432129,33.657665481567385,34.64037220001221,3,1
2025-02-18 04:00:00,34.103255411783856,35.78193885803223,33.79897094726562,35.18860256195068,4,1
2025-02-18 05:00:00,34.64037220001221,34.64640598297119,34.55974948883057,36.347420387268066,5,1
2025-02-18 06:00:00,35.18860256195068,34.103255411783856,36.13332130432129,36.442750701904295,6,1
2025-02-18 07:00:00,36.347420387268066,34.64037220001221,35.78193885803223,37.00629219055176,7,1
2025-02-18 08:00:00,36.442750701904295,35.18860256195068,34.64640598297119,36.60614543914795,8,1
2025-02-18 09:00:00,37.00629219055176,36.347420387268066,34.103255411783856,37.29087459564209,9,1
2025-02-18 10:00:00,36.60614543914795,36.442750701904295,34.64037220001221,36.72436725616455,10,1
2025-02-18 11:00:00,37.29087459564209,37.00629219055176,35.18860256195068,36.181272195180256,11,1
2025-02-18 12:00:00,36.72436725616455,36.60614543914795,36.347420387268066,35.58046060880025,12,1
2025-02-18 13:00:00,36.181272195180256,37.29087459564209,36.442750701904295,35.87431427001953,13,1
2025-02-18 14:00:00,35.58046060880025,36.72436725616455,37.00629219055176,36.03456665039062,14,1
2025-02-18 15:00:00,35.87431427001953,36.181272195180256,36.60614543914795,35.0655004119873,15,1
2025-02-18 16:00:00,36.03456665039062,35.58046060880025,37.29087459564209,35.077005516052246,16,1
2025-02-18 17:00:00,35.0655004119873,35.87431427001953,36.72436725616455,34.34079235076904,17,1
2025-02-18 18:00:00,35.077005516052246,36.03456665039062,36.181272195180256,33.61215675354004,18,1
2025-02-18 19:00:00,34.34079235076904,35.0655004119873,35.58046060880025,33.87629409790039,19,1
2025-02-18 20:00:00,33.61215675354004,35.077005516052246,35.87431427001953,33.77118026733398,20,1
2025-02-18 21:00:00,33.87629409790039,34.34079235076904,36.03456665039062,33.657665481567385,21,1
2025-02-18 22:00:00,33.77118026733398,33.61215675354004,35.0655004119873,33.79897094726562,22,1
2025-02-18 23:00:00,33.657665481567385,33.87629409790039,35.077005516052246,34.55974948883057,23,1
2025-02-19 00:00:00,33.79897094726562,33.77118026733398,34.34079235076904,36.13332130432129,0,2
2025-02-19 01:00:00,34.55974948883057,33.657665481567385,33.61215675354004,35.78193885803223,1,2
2025-02-19 02:00:00,36.13332130432129,33.79897094726562,33.87629409790039,34.64640598297119,2,2
2025-02-19 03:00:00,35.78193885803223,34.55974948883057,33.77118026733398,34.103255411783856,3,2
2025-02-19 04:00:00,34.64640598297119,36.13332130432129,33.657665481567385,34.64037220001221,4,2
2025-02-19 05:00:00,34.103255411783856,35.78193885803223,33.79897094726562,35.18860256195068,5,2
2025-02-19 06:00:00,34.64037220001221,34.64640598297119,34.55974948883057,36.347420387268066,6,2
2025-02-19 07:00:00,35.18860256195068,34.103255411783856,36.13332130432129,36.442750701904295,7,2
2025-02-19 08:00:00,36.347420387268066,34.64037220001221,35.78193885803223,37.00629219055176,8,2
2025-02-19 09:00:00,36.442750701904295,35.18860256195068,34.64640598297119,36.60614543914795,9,2
2025-02-19 10:00:00,37.00629219055176,36.347420387268066,34.103255411783856,37.29087459564209,10,2
2025-02-19 11:00:00,36.60614543914795,36.442750701904295,34.64037220001221,36.72436725616455,11,2
2025-02-19 12:00:00,37.29087459564209,37.00629219055176,35.18860256195068,36.181272195180256,12,2
2025-02-19 13:00:00,36.72436725616455,36.60614543914795,36.347420387268066,35.58046060880025,13,2
2025-02-19 14:00:00,36.181272195180256,37.29087459564209,36.442750701904295,35.87431427001953,14,2
2025-02-19 15:00:00,35.58046060880025,36.72436725616455,37.00629219055176,36.03456665039062,15,2
2025-02-19 16:00:00,35.87431427001953,36.181272195180256,36.60614543914795,35.0655004119873,16,2
2025-02-19 17:00:00,36.03456665039062,35.58046060880025,37.29087459564209,35.077005516052246,17,2
2025-02-19 18:00:00,35.0655004119873,35.87431427001953,36.72436725616455,34.34079235076904,18,2
2025-02-19 19:00:00,35.077005516052246,36.03456665039062,36.181272195180256,33.61215675354004,19,2
2025-02-19 20:00:00,34.34079235076904,35.0655004119873,35.58046060880025,33.87629409790039,20,2
2025-02-19 21:00:00,33.61215675354004,35.077005516052246,35.87431427001953,33.77118026733398,21,2
2025-02-19 22:00:00,33.87629409790039,34.34079235076904,36.03456665039062,33.657665481567385,22,2
2025-02-19 23:00:00,33.77118026733398,33.61215675354004,35.0655004119873,33.79897094726562,23,2
2025-02-20 00:00:00,33.657665481567385,33.87629409790039,35.077005516052246,34.55974948883057,0,3
2025-02-20 01:00:00,33.79897094726562,33.77118026733398,34.34079235076904,36.13332130432129,1,3
2025-02-20 02:00:00,34.55974948883057,33.657665481567385,33.61215675354004,35.78193885803223,2,3
2025-02-20 03:00:00,36.13332130432129,33.79897094726562,33.87629409790039,34.64640598297119,3,3
2025-02-20 04:00:00,35.78193885803223,34.55974948883057,33.77118026733398,34.103255411783856,4,3
2025-02-20 05:00:00,34.64640598297119,36.13332130432129,33.657665481567385,34.64037220001221,5,3
2025-02-20 06:00:00,34.103255411783856,35.78193885803223,33.79897094726562,35.18860256195068,6,3
2025-02-20 07:00:00,34.64037220001221,34.64640598297119,34.55974948883057,36.347420387268066,7,3
2025-02-20 08:00:00,35.18860256195068,34.103255411783856,36.13332130432129,36.442750701904295,8,3
2025-02-20 09:00:00,36.347420387268066,34.64037220001221,35.78193885803223,37.00629219055176,9,3
2025-02-20 10:00:00,36.442750701904295,35.18860256195068,34.64640598297119,36.60614543914795,10,3
2025-02-20 11:00:00,37.00629219055176,36.347420387268066,34.103255411783856,37.29087459564209,11,3
2025-02-20 12:00:00,36.60614543914795,36.442750701904295,34.64037220001221,36.72436725616455,12,3
2025-02-20 13:00:00,37.29087459564209,37.00629219055176,35.18860256195068,36.181272195180256,13,3
2025-02-20 14:00:00,36.72436725616455,36.60614543914795,36.347420387268066,35.58046060880025,14,3
2025-02-20 15:00:00,36.181272195180256,37.29087459564209,36.442750701904295,35.87431427001953,15,3
2025-02-20 16:00:00,35.58046060880025,36.72436725616455,37.00629219055176,36.03456665039062,16,3
2025-02-20 17:00:00,35.87431427001953,36.181272195180256,36.60614543914795,35.0655004119873,17,3
2025-02-20 18:00:00,36.03456665039062,35.58046060880025,37.29087459564209,35.077005516052246,18,3
2025-02-20 19:00:00,35.0655004119873,35.87431427001953,36.72436725616455,34.34079235076904,19,3
2025-02-20 20:00:00,35.077005516052246,36.03456665039062,36.181272195180256,33.61215675354004,20,3
2025-02-20 21:00:00,34.34079235076904,35.0655004119873,35.58046060880025,33.87629409790039,21,3
2025-02-20 22:00:00,33.61215675354004,35.077005516052246,35.87431427001953,33.77118026733398,22,3
2025-02-20 23:00:00,33.87629409790039,34.34079235076904,36.03456665039062,33.657665481567385,23,3
2025-02-21 00:00:00,33.77118026733398,33.61215675354004,35.0655004119873,33.79897094726562,0,4
2025-02-21 01:00:00,33.657665481567385,33.87629409790039,35.077005516052246,34.55974948883057,1,4
2025-02-21 02:00:00,33.79897094726562,33.77118026733398,34.34079235076904,36.13332130432129,2,4
2025-02-21 03:00:00,34.55974948883057,33.657665481567385,33.61215675354004,35.78193885803223,3,4
2025-02-21 04:00:00,36.13332130432129,33.79897094726562,33.87629409790039,34.64640598297119,4,4
2025-02-21 05:00:00,35.78193885803223,34.55974948883057,33.77118026733398,34.103255411783856,5,4
2025-02-21 06:00:00,34.64640598297119,36.13332130432129,33.657665481567385,34.64037220001221,6,4
2025-02-21 07:00:00,34.103255411783856,35.78193885803223,33.79897094726562,35.18860256195068,7,4
2025-02-21 08:00:00,34.64037220001221,34.64640598297119,34.55974948883057,36.347420387268066,8,4
2025-02-21 09:00:00,35.18860256195068,34.103255411783856,36.13332130432129,36.442750701904295,9,4
2025-02-21 10:00:00,36.347420387268066,34.64037220001221,35.78193885803223,37.00629219055176,10,4
2025-02-21 11:00:00,36.442750701904295,35.18860256195068,34.64640598297119,36.60614543914795,11,4
2025-02-21 12:00:00,37.00629219055176,36.347420387268066,34.103255411783856,37.29087459564209,12,4
2025-02-21 13:00:00,36.60614543914795,36.442750701904295,34.64037220001221,36.72436725616455,13,4
2025-02-21 14:00:00,37.29087459564209,37.00629219055176,35.18860256195068,36.181272195180256,14,4
2025-02-21 15:00:00,36.72436725616455,36.60614543914795,36.347420387268066,35.58046060880025,15,4
2025-02-21 16:00:00,36.181272195180256,37.29087459564209,36.442750701904295,35.87431427001953,16,4
2025-02-21 17:00:00,35.58046060880025,36.72436725616455,37.00629219055176,36.03456665039062,17,4
2025-02-21 18:00:00,35.87431427001953,36.181272195180256,36.60614543914795,35.0655004119873,18,4
2025-02-21 19:00:00,36.03456665039062,35.58046060880025,37.29087459564209,35.077005516052246,19,4
2025-02-21 20:00:00,35.0655004119873,35.87431427001953,36.72436725616455,34.34079235076904,20,4
2025-02-21 21:00:00,35.077005516052246,36.03456665039062,36.181272195180256,33.61215675354004,21,4
2025-02-21 22:00:00,34.34079235076904,35.0655004119873,35.58046060880025,33.87629409790039,22,4
2025-02-21 23:00:00,33.61215675354004,35.077005516052246,35.87431427001953,33.77118026733398,23,4
2025-02-22 00:00:00,33.87629409790039,34.34079235076904,36.03456665039062,33.657665481567385,0,5
2025-02-22 01:00:00,33.77118026733398,33.61215675354004,35.0655004119873,33.79897094726562,1,5
2025-02-22 02:00:00,33.657665481567385,33.87629409790039,35.077005516052246,34.55974948883057,2,5
2025-02-22 03:00:00,33.79897094726562,33.77118026733398,34.34079235076904,36.13332130432129,3,5
2025-02-22 04:00:00,34.55974948883057,33.657665481567385,33.61215675354004,35.78193885803223,4,5
2025-02-22 05:00:00,36.13332130432129,33.79897094726562,33.87629409790039,34.64640598297119,5,5
2025-02-22 06:00:00,35.78193885803223,34.55974948883057,33.77118026733398,34.103255411783856,6,5
2025-02-22 07:00:00,34.64640598297119,36.13332130432129,33.657665481567385,34.64037220001221,7,5
2025-02-22 08:00:00,34.103255411783856,35.78193885803223,33.79897094726562,35.18860256195068,8,5
2025-02-22 09:00:00,34.64037220001221,34.64640598297119,34.55974948883057,36.347420387268066,9,5
2025-02-22 10:00:00,35.18860256195068,34.103255411783856,36.13332130432129,36.442750701904295,10,5
2025-02-22 11:00:00,36.347420387268066,34.64037220001221,35.78193885803223,37.00629219055176,11,5
2025-02-22 12:00:00,36.442750701904295,35.18860256195068,34.64640598297119,36.60614543914795,12,5
2025-02-22 13:00:00,37.00629219055176,36.347420387268066,34.103255411783856,37.29087459564209,13,5
2025-02-22 14:00:00,36.60614543914795,36.442750701904295,34.64037220001221,36.72436725616455,14,5
2025-02-22 15:00:00,37.29087459564209,37.00629219055176,35.18860256195068,36.181272195180256,15,5
2025-02-22 16:00:00,36.72436725616455,36.60614543914795,36.347420387268066,35.58046060880025,16,5
2025-02-22 17:00:00,36.181272195180256,37.29087459564209,36.442750701904295,35.87431427001953,17,5
2025-02-22 18:00:00,35.58046060880025,36.72436725616455,37.00629219055176,36.03456665039062,18,5
2025-02-22 19:00:00,35.87431427001953,36.181272195180256,36.60614543914795,35.0655004119873,19,5
2025-02-22 20:00:00,36.03456665039062,35.58046060880025,37.29087459564209,35.077005516052246,20,5
2025-02-22 21:00:00,35.0655004119873,35.87431427001953,36.72436725616455,34.34079235076904,21,5
2025-02-22 22:00:00,35.077005516052246,36.03456665039062,36.181272195180256,33.61215675354004,22,5
2025-02-22 23:00:00,34.34079235076904,35.0655004119873,35.58046060880025,33.87629409790039,23,5
2025-02-23 00:00:00,33.61215675354004,35.077005516052246,35.87431427001953,33.77118026733398,0,6
2025-02-23 01:00:00,33.87629409790039,34.34079235076904,36.03456665039062,33.657665481567385,1,6
2025-02-23 02:00:00,33.77118026733398,33.61215675354004,35.0655004119873,33.79897094726562,2,6
2025-02-23 03:00:00,33.657665481567385,33.87629409790039,35.077005516052246,34.55974948883057,3,6
2025-02-23 04:00:00,33.79897094726562,33.77118026733398,34.34079235076904,36.13332130432129,4,6
2025-02-23 05:00:00,34.55974948883057,33.657665481567385,33.61215675354004,35.78193885803223,5,6
2025-02-23 06:00:00,36.13332130432129,33.79897094726562,33.87629409790039,34.64640598297119,6,6
2025-02-23 07:00:00,35.78193885803223,34.55974948883057,33.77118026733398,34.103255411783856,7,6
2025-02-23 08:00:00,34.64640598297119,36.13332130432129,33.657665481567385,34.64037220001221,8,6
2025-02-23 09:00:00,34.103255411783856,35.78193885803223,33.79897094726562,35.18860256195068,9,6
2025-02-23 10:00:00,34.64037220001221,34.64640598297119,34.55974948883057,36.347420387268066,10,6
2025-02-23 11:00:00,35.18860256195068,34.103255411783856,36.13332130432129,36.442750701904295,11,6
2025-02-23 12:00:00,36.347420387268066,34.64037220001221,35.78193885803223,37.00629219055176,12,6
2025-02-23 13:00:00,36.442750701904295,35.18860256195068,34.64640598297119,36.60614543914795,13,6
2025-02-23 14:00:00,37.00629219055176,36.347420387268066,34.103255411783856,37.29087459564209,14,6
2025-02-23 15:00:00,36.60614543914795,36.442750701904295,34.64037220001221,36.72436725616455,15,6
2025-02-23 16:00:00,37.29087459564209,37.00629219055176,35.18860256195068,36.181272195180256,16,6
2025-02-23 17:00:00,36.72436725616455,36.60614543914795,36.347420387268066,35.58046060880025,17,6
2025-02-23 18:00:00,36.181272195180256,37.29087459564209,36.442750701904295,35.87431427001953,18,6
2025-02-23 19:00:00,35.58046060880025,36.72436725616455,37.00629219055176,36.03456665039062,19,6
2025-02-23 20:00:00,35.87431427001953,36.181272195180256,36.60614543914795,35.0655004119873,20,6
2025-02-23 21:00:00,36.03456665039062,35.58046060880025,37.29087459564209,35.077005516052246,21,6
2025-02-23 22:00:00,35.0655004119873,35.87431427001953,36.72436725616455,34.34079235076904,22,6
2025-02-23 23:00:00,35.077005516052246,36.03456665039062,36.181272195180256,33.61215675354004,23,6
2025-02-24 00:00:00,34.34079235076904,35.0655004119873,35.58046060880025,33.87629409790039,0,0
2025-02-24 01:00:00,33.61215675354004,35.077005516052246,35.87431427001953,33.77118026733398,1,0
2025-02-24 02:00:00,33.87629409790039,34.34079235076904,36.03456665039062,33.657665481567385,2,0
2025-02-24 03:00:00,33.77118026733398,33.61215675354004,35.0655004119873,33.79897094726562,3,0
2025-02-24 04:00:00,33.657665481567385,33.87629409790039,35.077005516052246,34.55974948883057,4,0
2025-02-24 05:00:00,33.79897094726562,33.77118026733398,34.34079235076904,36.13332130432129,5,0
2025-02-24 06:00:00,34.55974948883057,33.657665481567385,33.61215675354004,35.78193885803223,6,0
2025-02-24 07:00:00,36.13332130432129,33.79897094726562,33.87629409790039,34.64640598297119,7,0
2025-02-24 08:00:00,35.78193885803223,34.55974948883057,33.77118026733398,34.103255411783856,8,0
2025-02-24 09:00:00,34.64640598297119,36.13332130432129,33.657665481567385,34.64037220001221,9,0
2025-02-24 10:00:00,34.103255411783856,35.78193885803223,33.79897094726562,35.18860256195068,10,0
2025-02-24 11:00:00,34.64037220001221,34.64640598297119,34.55974948883057,36.347420387268066,11,0
2025-02-24 12:00:00,35.18860256195068,34.103255411783856,36.13332130432129,36.442750701904295,12,0
2025-02-24 13:00:00,36.347420387268066,34.64037220001221,35.78193885803223,37.00629219055176,13,0
2025-02-24 14:00:00,36.442750701904295,35.18860256195068,34.64640598297119,36.60614543914795,14,0
2025-02-24 15:00:00,37.00629219055176,36.347420387268066,34.103255411783856,37.29087459564209,15,0
2025-02-24 16:00:00,36.60614543914795,36.442750701904295,34.64037220001221,36.72436725616455,16,0
2025-02-24 17:00:00,37.29087459564209,37.00629219055176,35.18860256195068,36.181272195180256,17,0
2025-02-24 18:00:00,36.72436725616455,36.60614543914795,36.347420387268066,35.58046060880025,18,0
2025-02-24 19:00:00,36.181272195180256,37.29087459564209,36.442750701904295,35.87431427001953,19,0
2025-02-24 20:00:00,35.58046060880025,36.72436725616455,37.00629219055176,36.03456665039062,20,0
2025-02-24 21:00:00,35.87431427001953,36.181272195180256,36.60614543914795,35.0655004119873,21,0
2025-02-24 22:00:00,36.03456665039062,35.58046060880025,37.29087459564209,35.077005516052246,22,0
2025-02-24 23:00:00,35.0655004119873,35.87431427001953,36.72436725616455,34.34079235076904,23,0
